VBELN,VKORG,KUNNR,CTLPC,WAERS,AMTBL
500000477,1005.00 ,100021.00 ,R01,USD,0.00 
500000478,1007.00 ,1001.00 ,,TWD,0.00 
500000479,1007.00 ,100097.00 ,R01,TWD,0.00 
500000480,2002.00 ,100207.00 ,R01,USD,0.00 
500000481,1002.00 ,2902.00 ,R99,USD,0.00 
500000482,2002.00 ,100208.00 ,R01,USD,0.00 
500000483,2002.00 ,100208.00 ,R01,USD,0.00 
500000484,1001.00 ,100135.00 ,R01,TWD,10028.00 
500000485,1002.00 ,1007.00 ,,TWD,0.00 
500000486,1002.00 ,2902.00 ,R99,USD,0.00 
500000487,2002.00 ,100207.00 ,R01,USD,0.00 
500000488,1005.00 ,100015.00 ,R01,TWD,0.00 
500000489,1005.00 ,100011.00 ,R01,TWD,0.00 
500000490,1005.00 ,100004.00 ,R01,TWD,24780.00 
500000491,1005.00 ,100013.00 ,R01,TWD,0.00 
500000492,1004.00 ,100350.00 ,R01,USD,0.00 
500000493,1001.00 ,100034.00 ,R01,USD,0.00 
500000494,1001.00 ,100118.00 ,R01,USD,0.00 
500000495,1003.00 ,100182.00 ,R01,USD,0.00 
500000496,1002.00 ,100200.00 ,R01,USD,0.00 
500000497,1002.00 ,100200.00 ,R01,USD,0.00 
500000498,1006.00 ,1002.00 ,,TWD,0.00 
500000499,1001.00 ,100118.00 ,R01,USD,0.00 
500000500,1001.00 ,100118.00 ,R01,USD,0.00 
500000501,1005.00 ,100004.00 ,R01,TWD,29400.00 
500000502,2002.00 ,1002.00 ,,USD,0.00 
500000503,2002.00 ,100207.00 ,R01,USD,0.00 
500000504,2002.00 ,1002.00 ,,USD,0.00 
500000505,2002.00 ,1002.00 ,,USD,0.00 
500000506,2002.00 ,1002.00 ,,USD,0.00 
500000507,1001.00 ,100124.00 ,R01,TWD,2310.00 
500000508,1001.00 ,100128.00 ,R01,TWD,14207.00 
500000509,2002.00 ,1002.00 ,,USD,0.00 
500000510,1006.00 ,100310.00 ,R01,TWD,0.00 
500000511,1003.00 ,100178.00 ,R01,USD,5822564.00 
500000512,1001.00 ,100146.00 ,R01,USD,0.00 
500000513,1003.00 ,100182.00 ,R01,USD,0.00 
500000514,1004.00 ,100289.00 ,R01,USD,14563.00 
500000515,1001.00 ,1007.00 ,,TWD,0.00 
500000516,1005.00 ,100013.00 ,R01,TWD,0.00 
500000517,1003.00 ,100180.00 ,R01,USD,0.00 
500000518,1003.00 ,100180.00 ,R01,USD,0.00 
500000519,1005.00 ,100019.00 ,R01,USD,0.00 
500000520,1001.00 ,100161.00 ,R01,USD,0.00 
500000521,1005.00 ,100018.00 ,R01,TWD,105395.00 
500000522,1005.00 ,100023.00 ,R01,USD,0.00 
500000523,1001.00 ,100123.00 ,R01,TWD,0.00 
500000524,1005.00 ,100013.00 ,R01,TWD,0.00 
500000525,1005.00 ,100012.00 ,R01,TWD,0.00 
500000526,1005.00 ,100011.00 ,R01,TWD,0.00 
500000527,1004.00 ,100269.00 ,R01,USD,0.00 
500000528,1002.00 ,2002.00 ,,USD,0.00 
500000529,1001.00 ,100119.00 ,R01,USD,0.00 
500000530,1001.00 ,100118.00 ,R01,USD,0.00 
500000531,1001.00 ,100118.00 ,R01,USD,0.00 
500000532,1001.00 ,100118.00 ,R01,USD,0.00 
500000533,1005.00 ,100011.00 ,R01,TWD,0.00 
500000534,1005.00 ,100007.00 ,R01,TWD,17926.00 
500000535,1003.00 ,100179.00 ,R01,USD,0.00 
500000536,1003.00 ,100179.00 ,R01,USD,0.00 
500000537,1003.00 ,100179.00 ,R01,USD,0.00 
500000538,1003.00 ,100188.00 ,R01,TWD,0.00 
500000539,1004.00 ,100271.00 ,R01,EUR,100050.00 
500000540,1003.00 ,100178.00 ,R01,USD,0.00 
500000541,1005.00 ,100008.00 ,R01,TWD,0.00 
500000542,1005.00 ,100020.00 ,R01,USD,0.00 
500000543,1005.00 ,100012.00 ,R01,TWD,0.00 
500000544,2002.00 ,100208.00 ,R01,USD,0.00 
500000545,1001.00 ,100118.00 ,R01,USD,0.00 
500000546,1001.00 ,100118.00 ,R01,USD,0.00 
500000547,1005.00 ,100004.00 ,R01,TWD,22050.00 
500000548,1001.00 ,100118.00 ,R01,USD,0.00 
500000549,1002.00 ,2002.00 ,,USD,0.00 
500000550,1002.00 ,2002.00 ,,USD,0.00 
500000551,1002.00 ,100200.00 ,R01,USD,0.00 
500000552,2002.00 ,100212.00 ,R01,USD,0.00 
500000553,1002.00 ,2902.00 ,R99,USD,0.00 
500000554,2002.00 ,100207.00 ,R01,USD,0.00 
500000555,1002.00 ,2902.00 ,R99,USD,0.00 
500000556,2002.00 ,100207.00 ,R01,USD,0.00 
500000557,1005.00 ,100012.00 ,R01,TWD,0.00 
500000558,2002.00 ,1002.00 ,,USD,0.00 
500000559,1003.00 ,100179.00 ,R01,USD,0.00 
500000560,1003.00 ,100179.00 ,R01,USD,0.00 
500000561,2002.00 ,1002.00 ,,USD,0.00 
500000562,1003.00 ,100176.00 ,R01,USD,0.00 
500000563,1002.00 ,2902.00 ,R99,USD,0.00 
500000564,1005.00 ,100014.00 ,R01,TWD,0.00 
500000565,1005.00 ,100007.00 ,R01,TWD,2600.00 
500000566,1006.00 ,100310.00 ,R01,TWD,0.00 
500000567,1007.00 ,100042.00 ,R01,TWD,0.00 
500000568,1001.00 ,100134.00 ,R01,TWD,0.00 
500000569,1001.00 ,100118.00 ,R01,USD,0.00 
500000570,1001.00 ,100118.00 ,R01,USD,0.00 
500000571,1001.00 ,100118.00 ,R01,USD,0.00 
500000572,1005.00 ,100012.00 ,R01,TWD,0.00 
500000573,1002.00 ,2902.00 ,R99,USD,0.00 
500000574,2002.00 ,100208.00 ,R01,USD,0.00 
500000575,1005.00 ,100018.00 ,R01,TWD,0.00 
500000576,1005.00 ,100014.00 ,R01,TWD,0.00 
500000577,1005.00 ,100024.00 ,R01,TWD,42273.00 
500000578,1005.00 ,100018.00 ,R01,TWD,0.00 
500000579,1001.00 ,100352.00 ,R01,USD,0.00 
500000580,1002.00 ,2902.00 ,R99,USD,0.00 
500000581,2002.00 ,100208.00 ,R01,USD,0.00 
500000582,2002.00 ,100207.00 ,R01,USD,0.00 
500000583,2002.00 ,100207.00 ,R01,USD,0.00 
500000584,1003.00 ,100182.00 ,R01,USD,0.00 
500000585,1004.00 ,100287.00 ,R01,USD,0.00 
500000586,1004.00 ,100283.00 ,R01,EUR,0.00 
500000587,1005.00 ,100023.00 ,R01,USD,0.00 
500000588,1002.00 ,100195.00 ,R01,JPY,136994.00 
500000589,1003.00 ,100178.00 ,R01,USD,0.00 
500000590,1002.00 ,100201.00 ,R01,USD,0.00 
500000591,1001.00 ,100118.00 ,R01,USD,0.00 
500000592,1005.00 ,100019.00 ,R01,USD,0.00 
500000593,1005.00 ,100008.00 ,R01,TWD,0.00 
500000594,1005.00 ,100013.00 ,R01,TWD,0.00 
500000595,1005.00 ,100010.00 ,R01,USD,0.00 
500000596,1007.00 ,100358.00 ,R01,TWD,0.00 
500000597,1005.00 ,100022.00 ,R01,USD,1600258.00 
500000598,1005.00 ,100018.00 ,R01,TWD,0.00 
500000599,2002.00 ,1002.00 ,,USD,0.00 
500000600,1002.00 ,2902.00 ,R99,USD,0.00 
500000601,1004.00 ,100270.00 ,R01,USD,1808416.00 
500000602,1002.00 ,1007.00 ,,TWD,0.00 
500000603,1002.00 ,1007.00 ,,TWD,0.00 
500000604,1002.00 ,2002.00 ,,USD,0.00 
500000605,1002.00 ,2002.00 ,,USD,0.00 
500000606,1002.00 ,2002.00 ,,USD,0.00 
500000607,1001.00 ,100133.00 ,R01,TWD,34669.00 
500000608,1003.00 ,100179.00 ,R01,USD,0.00 
500000609,1005.00 ,100020.00 ,R01,USD,0.00 
500000610,1005.00 ,100020.00 ,R01,USD,0.00 
500000611,2002.00 ,100208.00 ,R01,USD,0.00 
500000612,2002.00 ,100208.00 ,R01,USD,0.00 
500000613,1001.00 ,100124.00 ,R01,TWD,0.00 
500000614,1001.00 ,100124.00 ,R01,TWD,0.00 
500000615,1001.00 ,100137.00 ,R01,TWD,0.00 
500000616,1001.00 ,100146.00 ,R01,USD,0.00 
500000617,1002.00 ,2902.00 ,R99,USD,0.00 
500000618,2002.00 ,100207.00 ,R01,USD,0.00 
500000619,1002.00 ,2902.00 ,R99,USD,0.00 
500000620,2002.00 ,100207.00 ,R01,USD,0.00 
500000621,2002.00 ,100207.00 ,R01,USD,0.00 
500000622,2002.00 ,100208.00 ,R01,USD,0.00 
500000623,1001.00 ,100133.00 ,R01,TWD,8525.00 
500000624,1005.00 ,100012.00 ,R01,TWD,0.00 
500000625,1005.00 ,100011.00 ,R01,TWD,0.00 
500000626,1005.00 ,100015.00 ,R01,TWD,0.00 
500000627,1001.00 ,100118.00 ,R01,USD,0.00 
500000628,1001.00 ,100118.00 ,R01,USD,0.00 
500000629,1001.00 ,100118.00 ,R01,USD,0.00 
500000630,1001.00 ,100118.00 ,R01,USD,0.00 
500000631,2002.00 ,1002.00 ,,USD,0.00 
500000632,2002.00 ,1002.00 ,,USD,0.00 
500000633,1005.00 ,100021.00 ,R01,USD,117449.00 
500000634,1001.00 ,100314.00 ,R01,USD,0.00 
500000635,2002.00 ,1002.00 ,,USD,0.00 
500000636,1002.00 ,2002.00 ,,USD,0.00 
500000637,1007.00 ,100356.00 ,R01,TWD,0.00 
500000638,1007.00 ,100046.00 ,R01,TWD,0.00 
500000639,1005.00 ,100023.00 ,R01,USD,0.00 
500000640,1005.00 ,100019.00 ,R01,USD,0.00 
500000641,1001.00 ,100134.00 ,R01,TWD,0.00 
500000642,1001.00 ,100133.00 ,R01,TWD,2898.00 
500000643,1001.00 ,100133.00 ,R01,TWD,43399.00 
500000644,1003.00 ,100178.00 ,R01,USD,0.00 
500000645,1003.00 ,100179.00 ,R01,USD,0.00 
500000646,1003.00 ,100179.00 ,R01,USD,0.00 
500000647,1004.00 ,100279.00 ,R01,USD,0.00 
500000648,1005.00 ,100018.00 ,R01,TWD,110250.00 
500000649,1001.00 ,100118.00 ,R01,USD,0.00 
500000650,1005.00 ,100018.00 ,R01,TWD,13010.00 
500000651,1001.00 ,100118.00 ,R01,USD,0.00 
500000652,1005.00 ,100021.00 ,R01,USD,817513.00 
500000653,1005.00 ,100022.00 ,R01,USD,0.00 
500000654,1005.00 ,100019.00 ,R01,USD,0.00 
500000655,1001.00 ,1007.00 ,,TWD,0.00 
500000656,1005.00 ,100007.00 ,R01,TWD,10823.00 
500000657,2002.00 ,1002.00 ,,USD,0.00 
500000658,1005.00 ,100018.00 ,R01,TWD,0.00 
500000659,1001.00 ,100118.00 ,R01,USD,0.00 
500000660,1002.00 ,100200.00 ,R01,USD,0.00 
500000661,2002.00 ,100208.00 ,R01,USD,0.00 
500000662,2002.00 ,100207.00 ,R01,USD,0.00 
500000663,1002.00 ,2902.00 ,R99,USD,0.00 
500000664,2002.00 ,1002.00 ,,USD,0.00 
500000665,2002.00 ,1002.00 ,,USD,0.00 
500000666,1006.00 ,100310.00 ,R01,TWD,0.00 
500000667,1005.00 ,100011.00 ,R01,TWD,0.00 
500000668,1005.00 ,100007.00 ,R01,TWD,22182.00 
500000669,1005.00 ,100012.00 ,R01,TWD,0.00 
500000670,1005.00 ,100018.00 ,R01,TWD,0.00 
500000671,1002.00 ,2002.00 ,,USD,0.00 
500000672,1001.00 ,100118.00 ,R01,USD,0.00 
500000673,1001.00 ,100118.00 ,R01,USD,0.00 
500000674,1001.00 ,100118.00 ,R01,USD,0.00 
500000675,1005.00 ,100014.00 ,R01,TWD,0.00 
500000676,1002.00 ,100197.00 ,R01,USD,0.00 
500000677,1001.00 ,100118.00 ,R01,USD,0.00 
500000678,1001.00 ,100118.00 ,R01,USD,0.00 
500000679,1001.00 ,100118.00 ,R01,USD,0.00 
500000680,1001.00 ,100118.00 ,R01,USD,0.00 
500000681,1001.00 ,100118.00 ,R01,USD,0.00 
500000682,1001.00 ,100118.00 ,R01,USD,0.00 
500000683,2002.00 ,1002.00 ,,USD,0.00 
500000684,1005.00 ,100008.00 ,R01,TWD,0.00 
500000685,1005.00 ,100008.00 ,R01,TWD,0.00 
500000686,1005.00 ,100018.00 ,R01,TWD,0.00 
500000687,1001.00 ,100133.00 ,R01,TWD,458.00 
500000688,1005.00 ,100004.00 ,R01,TWD,103394.00 
500000689,1001.00 ,100034.00 ,R01,USD,0.00 
500000690,1001.00 ,100146.00 ,R01,USD,0.00 
500000691,1005.00 ,100004.00 ,R01,TWD,6878.00 
500000692,1001.00 ,100034.00 ,R01,USD,0.00 
500000693,1003.00 ,100178.00 ,R01,USD,0.00 
500000694,2002.00 ,100207.00 ,R01,USD,0.00 
500000695,2002.00 ,100207.00 ,R01,USD,0.00 
500000696,1003.00 ,100179.00 ,R01,USD,0.00 
500000697,1003.00 ,100188.00 ,R01,TWD,0.00 
500000698,1003.00 ,100176.00 ,R01,USD,0.00 
500000699,1002.00 ,2902.00 ,R99,USD,0.00 
500000700,2002.00 ,100207.00 ,R01,USD,0.00 
500000701,1001.00 ,100352.00 ,R01,USD,0.00 
500000702,1001.00 ,100352.00 ,R01,USD,0.00 
500000703,1002.00 ,2002.00 ,,USD,0.00 
500000704,1002.00 ,2002.00 ,,USD,0.00 
500000705,1002.00 ,2002.00 ,,USD,0.00 
500000706,1004.00 ,100350.00 ,R01,USD,0.00 
500000707,1005.00 ,100004.00 ,R01,TWD,22050.00 
500000708,1007.00 ,1002.00 ,,TWD,0.00 
500000709,1005.00 ,100007.00 ,R01,TWD,8024.00 
500000710,1005.00 ,100014.00 ,R01,TWD,0.00 
500000711,1005.00 ,100013.00 ,R01,TWD,0.00 
500000712,1001.00 ,100133.00 ,R01,TWD,4464.00 
500000713,1005.00 ,100011.00 ,R01,TWD,0.00 
500000714,1005.00 ,100007.00 ,R01,TWD,1850.00 
500000715,1005.00 ,100012.00 ,R01,TWD,0.00 
500000716,1005.00 ,100012.00 ,R01,TWD,0.00 
500000717,1002.00 ,100201.00 ,R01,USD,0.00 
500000718,1005.00 ,100010.00 ,R01,USD,0.00 
500000719,1007.00 ,1001.00 ,,TWD,0.00 
500000720,1002.00 ,100198.00 ,R01,USD,0.00 
500000721,1004.00 ,100280.00 ,R01,USD,0.00 
500000722,1002.00 ,2902.00 ,R99,USD,0.00 
500000723,1001.00 ,100137.00 ,R01,TWD,0.00 
500000724,1004.00 ,100255.00 ,R01,USD,0.00 
500000725,1003.00 ,100179.00 ,R01,USD,0.00 
500000726,1003.00 ,100178.00 ,R01,USD,0.00 
500000727,1001.00 ,1007.00 ,,TWD,0.00 
500000728,1003.00 ,100182.00 ,R01,USD,0.00 
500000729,1004.00 ,100269.00 ,R01,USD,0.00 
500000730,1002.00 ,1006.00 ,,TWD,0.00 
500000731,1006.00 ,1002.00 ,,TWD,0.00 
500000732,1005.00 ,100018.00 ,R01,TWD,0.00 
500000733,2002.00 ,100207.00 ,R01,USD,0.00 
500000734,1005.00 ,100012.00 ,R01,TWD,0.00 
500000735,1001.00 ,100118.00 ,R01,USD,0.00 
500000736,1001.00 ,100118.00 ,R01,USD,0.00 
500000737,1004.00 ,100275.00 ,R01,USD,0.00 
500000738,1004.00 ,100273.00 ,R01,USD,0.00 
500000739,1004.00 ,100282.00 ,R01,EUR,0.00 
500000740,1001.00 ,100118.00 ,R01,USD,0.00 
500000741,1005.00 ,100011.00 ,R01,TWD,26685.00 
500000742,1001.00 ,100133.00 ,R01,TWD,1750.00 
500000743,1001.00 ,100314.00 ,R01,USD,0.00 
500000744,1001.00 ,1007.00 ,,TWD,0.00 
500000745,2002.00 ,100207.00 ,R01,USD,0.00 
500000746,1006.00 ,100310.00 ,R01,TWD,0.00 
500000747,1002.00 ,2902.00 ,R99,USD,0.00 
500000748,2002.00 ,100207.00 ,R01,USD,0.00 
500000749,1001.00 ,100118.00 ,R01,USD,0.00 
500000750,1001.00 ,100133.00 ,R01,TWD,602.00 
500000751,2002.00 ,1002.00 ,,USD,0.00 
500000752,1005.00 ,100015.00 ,R01,TWD,0.00 
500000753,1005.00 ,100018.00 ,R01,TWD,0.00 
500000754,1005.00 ,100011.00 ,R01,TWD,18436.00 
500000755,1004.00 ,100283.00 ,R01,EUR,0.00 
500000756,1004.00 ,100283.00 ,R01,EUR,0.00 
500000757,1005.00 ,100004.00 ,R01,TWD,31710.00 
500000758,1005.00 ,100015.00 ,R01,TWD,0.00 
500000759,1005.00 ,100008.00 ,R01,TWD,52609.00 
500000760,1004.00 ,100239.00 ,R01,USD,0.00 
500000761,1004.00 ,100239.00 ,R01,USD,0.00 
500000762,1004.00 ,100223.00 ,R01,USD,0.00 
500000763,2002.00 ,100208.00 ,R01,USD,0.00 
500000764,2002.00 ,100208.00 ,R01,USD,0.00 
500000765,1001.00 ,100125.00 ,R01,TWD,578.00 
500000766,1004.00 ,100246.00 ,R01,USD,0.00 
500000767,1004.00 ,100236.00 ,R01,EUR,0.00 
500000768,1005.00 ,100007.00 ,R01,TWD,8849.00 
500000769,1004.00 ,100270.00 ,R01,USD,742771.00 
500000770,2002.00 ,1002.00 ,,USD,0.00 
500000771,1005.00 ,100011.00 ,R01,TWD,19320.00 
500000772,2002.00 ,100207.00 ,R01,USD,0.00 
500000773,2002.00 ,100213.00 ,R01,USD,0.00 
500000774,1003.00 ,100178.00 ,R01,USD,0.00 
500000775,1003.00 ,100179.00 ,R01,USD,0.00 
500000776,1003.00 ,100187.00 ,R01,TWD,0.00 
500000777,1003.00 ,100178.00 ,R01,USD,4123902.00 
500000778,1004.00 ,100289.00 ,R01,USD,116194.00 
500000779,1003.00 ,100178.00 ,R01,USD,0.00 
500000780,1005.00 ,100022.00 ,R01,USD,338756.00 
500000781,1001.00 ,100118.00 ,R01,USD,0.00 
500000782,1001.00 ,100118.00 ,R01,USD,0.00 
500000783,1005.00 ,100011.00 ,R01,TWD,12459.00 
500000784,1005.00 ,100014.00 ,R01,TWD,0.00 
500000785,1007.00 ,100097.00 ,R01,TWD,0.00 
500000786,1007.00 ,100046.00 ,R01,TWD,0.00 
500000787,1002.00 ,2002.00 ,,USD,0.00 
500000788,1002.00 ,2002.00 ,,USD,0.00 
500000789,1004.00 ,100273.00 ,R01,USD,0.00 
500000790,2002.00 ,1002.00 ,,USD,0.00 
500000791,2002.00 ,1002.00 ,,USD,0.00 
500000792,2002.00 ,1002.00 ,,USD,0.00 
500000793,2002.00 ,1002.00 ,,USD,0.00 
500000794,1001.00 ,100118.00 ,R01,USD,0.00 
500000795,2002.00 ,100207.00 ,R01,USD,0.00 
500000796,2002.00 ,1002.00 ,,USD,0.00 
500000797,2002.00 ,100208.00 ,R01,USD,0.00 
500000798,1002.00 ,2002.00 ,,USD,0.00 
500000799,1002.00 ,2902.00 ,R99,USD,0.00 
500000800,2002.00 ,100207.00 ,R01,USD,0.00 
500000801,1002.00 ,2902.00 ,R99,USD,0.00 
500000802,1004.00 ,100283.00 ,R01,EUR,0.00 
500000803,1002.00 ,2902.00 ,R99,USD,0.00 
500000804,2002.00 ,100207.00 ,R01,USD,0.00 
500000805,1004.00 ,100288.00 ,R01,EUR,0.00 
500000806,1005.00 ,100024.00 ,R01,TWD,83160.00 
500000807,1005.00 ,100014.00 ,R01,TWD,0.00 
500000808,1005.00 ,100024.00 ,R01,TWD,36750.00 
500000809,2002.00 ,100207.00 ,R01,USD,0.00 
500000810,1002.00 ,2902.00 ,R99,USD,0.00 
500000811,2002.00 ,100207.00 ,R01,USD,0.00 
500000812,1001.00 ,100118.00 ,R01,USD,0.00 
500000813,2002.00 ,100213.00 ,R01,USD,0.00 
500000814,2002.00 ,100207.00 ,R01,USD,0.00 
500000815,2002.00 ,100207.00 ,R01,USD,0.00 
500000816,1005.00 ,100006.00 ,R01,USD,0.00 
500000817,1001.00 ,100118.00 ,R01,USD,0.00 
500000818,1005.00 ,100008.00 ,R01,TWD,9400.00 
500000819,2002.00 ,1002.00 ,,USD,0.00 
500000820,2002.00 ,1002.00 ,,USD,0.00 
500000821,2002.00 ,1002.00 ,,USD,0.00 
500000822,2002.00 ,1002.00 ,,USD,0.00 
500000823,2002.00 ,1002.00 ,,USD,0.00 
500000824,1005.00 ,100003.00 ,R01,TWD,92537.00 
500000825,1005.00 ,100007.00 ,R01,TWD,9324.00 
500000826,1001.00 ,100118.00 ,R01,USD,0.00 
500000827,1004.00 ,100230.00 ,R01,EUR,0.00 
500000828,1002.00 ,2002.00 ,,USD,0.00 
500000829,1002.00 ,2002.00 ,,USD,0.00 
500000830,1003.00 ,100179.00 ,R01,USD,0.00 
500000831,1005.00 ,100012.00 ,R01,TWD,19554.00 
500000832,2002.00 ,100213.00 ,R01,USD,0.00 
500000833,2002.00 ,100207.00 ,R01,USD,0.00 
500000834,1005.00 ,100012.00 ,R01,TWD,21410.00 
500000835,1005.00 ,100018.00 ,R01,TWD,0.00 
500000836,2002.00 ,100207.00 ,R01,USD,0.00 
500000837,1001.00 ,100133.00 ,R01,TWD,45621.00 
500000838,1007.00 ,100042.00 ,R01,TWD,0.00 
500000839,1004.00 ,100317.00 ,R01,USD,0.00 
500000840,1006.00 ,100310.00 ,R01,TWD,0.00 
500000841,1001.00 ,100133.00 ,R01,TWD,22739.00 
500000842,1001.00 ,100133.00 ,R01,TWD,107767.00 
500000843,1001.00 ,100133.00 ,R01,TWD,23050.00 
500000844,1001.00 ,100133.00 ,R01,TWD,24740.00 
500000845,1001.00 ,100118.00 ,R01,USD,0.00 
500000846,1001.00 ,100133.00 ,R01,TWD,18113.00 
500000847,1001.00 ,100133.00 ,R01,TWD,121023.00 
500000848,1001.00 ,100118.00 ,R01,USD,0.00 
500000849,1001.00 ,100133.00 ,R01,TWD,7683.00 
500000850,1001.00 ,100122.00 ,R01,TWD,0.00 
500000851,1005.00 ,100007.00 ,R01,TWD,20910.00 
500000852,1001.00 ,100125.00 ,R01,TWD,17158.00 
500000853,1001.00 ,100118.00 ,R01,USD,0.00 
500000854,1001.00 ,100118.00 ,R01,USD,0.00 
500000855,1001.00 ,100118.00 ,R01,USD,0.00 
500000856,1001.00 ,100123.00 ,R01,TWD,0.00 
500000857,1001.00 ,100128.00 ,R01,TWD,0.00 
500000858,1003.00 ,100182.00 ,R01,USD,0.00 
500000859,2002.00 ,100208.00 ,R01,USD,0.00 
500000860,1002.00 ,2002.00 ,,USD,0.00 
500000861,1001.00 ,100118.00 ,R01,USD,0.00 
500000862,1002.00 ,100195.00 ,R01,JPY,132129.00 
500000863,1001.00 ,100171.00 ,R01,USD,0.00 
500000864,1001.00 ,100154.00 ,R01,EUR,0.00 
500000865,1001.00 ,100034.00 ,R01,USD,0.00 
500000866,1001.00 ,100033.00 ,R01,USD,0.00 
500000867,1001.00 ,100168.00 ,R01,USD,0.00 
500000868,1001.00 ,100034.00 ,R01,USD,0.00 
500000869,1001.00 ,100033.00 ,R01,USD,0.00 
500000870,2002.00 ,100208.00 ,R01,USD,0.00 
500000871,1003.00 ,100180.00 ,R01,USD,123940.00 
500000872,1003.00 ,100178.00 ,R01,USD,4123902.00 
500000873,1003.00 ,100178.00 ,R01,USD,4761016.00 
500000874,1005.00 ,100007.00 ,R01,TWD,9001.00 
500000875,1005.00 ,100013.00 ,R01,TWD,0.00 
500000876,1005.00 ,100013.00 ,R01,TWD,0.00 
500000877,1001.00 ,100118.00 ,R01,USD,0.00 
500000878,1006.00 ,1002.00 ,,TWD,0.00 
500000879,2002.00 ,1002.00 ,,USD,0.00 
500000880,2002.00 ,1002.00 ,,USD,0.00 
500000881,2002.00 ,1002.00 ,,USD,0.00 
500000882,2002.00 ,1002.00 ,,USD,0.00 
500000883,1001.00 ,100118.00 ,R01,USD,0.00 
500000884,2002.00 ,1002.00 ,,USD,0.00 
500000885,2002.00 ,1002.00 ,,USD,0.00 
500000886,2002.00 ,1002.00 ,,USD,0.00 
500000887,2002.00 ,1002.00 ,,USD,0.00 
500000888,2002.00 ,1002.00 ,,USD,0.00 
500000889,2002.00 ,1002.00 ,,USD,0.00 
500000890,1006.00 ,1002.00 ,,TWD,0.00 
500000891,2002.00 ,1002.00 ,,USD,0.00 
500000892,1005.00 ,100018.00 ,R01,TWD,0.00 
500000893,1001.00 ,100118.00 ,R01,USD,0.00 
500000894,2002.00 ,1002.00 ,,USD,0.00 
500000895,2002.00 ,1002.00 ,,USD,0.00 
500000896,2002.00 ,1002.00 ,,USD,0.00 
500000897,1001.00 ,100118.00 ,R01,USD,0.00 
500000898,1002.00 ,100201.00 ,R01,USD,0.00 
500000899,1005.00 ,100012.00 ,R01,TWD,2972.00 
500000900,1001.00 ,100118.00 ,R01,USD,0.00 
500000901,1005.00 ,100007.00 ,R01,TWD,22959.00 
500000902,2002.00 ,1002.00 ,,USD,0.00 
500000903,1001.00 ,100118.00 ,R01,USD,0.00 
500000904,1001.00 ,100118.00 ,R01,USD,0.00 
500000905,1005.00 ,100024.00 ,R01,TWD,0.00 
500000906,1005.00 ,100013.00 ,R01,TWD,0.00 
500000907,1002.00 ,2902.00 ,R99,USD,0.00 
500000908,2002.00 ,100207.00 ,R01,USD,0.00 
500000909,1002.00 ,2902.00 ,R99,USD,0.00 
500000910,1002.00 ,2902.00 ,R99,USD,0.00 
500000911,1006.00 ,100310.00 ,R01,TWD,0.00 
500000912,2002.00 ,100207.00 ,R01,USD,0.00 
500000913,1001.00 ,100118.00 ,R01,USD,0.00 
500000914,1004.00 ,100290.00 ,R01,USD,0.00 
500000915,1003.00 ,100179.00 ,R01,USD,0.00 
500000916,1007.00 ,100117.00 ,R01,TWD,0.00 
500000917,1007.00 ,100358.00 ,R01,TWD,0.00 
500000918,1005.00 ,100019.00 ,R01,USD,0.00 
500000919,1001.00 ,100119.00 ,R01,USD,0.00 
500000920,1001.00 ,100132.00 ,R01,TWD,0.00 
500000921,1001.00 ,100132.00 ,R01,TWD,0.00 
500000922,1001.00 ,100118.00 ,R01,USD,0.00 
500000923,1005.00 ,100012.00 ,R01,TWD,17113.00 
500000924,1005.00 ,100012.00 ,R01,TWD,69705.00 
500000925,2002.00 ,100207.00 ,R01,USD,0.00 
500000926,1004.00 ,100273.00 ,R01,USD,0.00 
500000927,1005.00 ,100012.00 ,R01,TWD,0.00 
500000928,1004.00 ,100273.00 ,R01,USD,0.00 
500000929,1002.00 ,100197.00 ,R01,USD,0.00 
500000930,1002.00 ,2002.00 ,,USD,0.00 
500000931,1002.00 ,2002.00 ,,USD,0.00 
500000932,1002.00 ,2002.00 ,,USD,0.00 
500000933,1002.00 ,2902.00 ,R99,USD,0.00 
500000934,2002.00 ,100207.00 ,R01,USD,0.00 
500000935,1002.00 ,2002.00 ,,USD,0.00 
500000936,1005.00 ,100013.00 ,R01,TWD,0.00 
500000937,1005.00 ,100007.00 ,R01,TWD,10025.00 
500000938,1005.00 ,100015.00 ,R01,TWD,0.00 
500000939,1002.00 ,2902.00 ,R99,USD,0.00 
500000940,2002.00 ,100207.00 ,R01,USD,0.00 
500000941,1002.00 ,2902.00 ,R99,USD,0.00 
500000942,1002.00 ,2902.00 ,R99,USD,0.00 
500000943,2002.00 ,100207.00 ,R01,USD,0.00 
500000944,1002.00 ,2902.00 ,R99,USD,0.00 
500000945,1001.00 ,100161.00 ,R01,USD,0.00 
500000946,2002.00 ,100207.00 ,R01,USD,0.00 
500000947,1001.00 ,100161.00 ,R01,USD,0.00 
500000948,1002.00 ,2902.00 ,R99,USD,0.00 
500000949,2002.00 ,100207.00 ,R01,USD,0.00 
500000950,1001.00 ,100161.00 ,R01,USD,0.00 
500000951,1001.00 ,100142.00 ,R01,USD,0.00 
500000952,1002.00 ,2902.00 ,R99,USD,0.00 
500000953,2002.00 ,100207.00 ,R01,USD,0.00 
500000954,1002.00 ,2902.00 ,R99,USD,0.00 
